Index,Title,ArtistID,Artist,Top Genre,Year,Length (Duration),Popularity
1,Sunrise,1000,Norah Jones,adult standards,2004,201,71
2,Black Night,1001,Deep Purple,album rock,2000,207,39
3,Clint Eastwood,1002,Gorillaz,alternative hip hop,2001,341,69
4,The Pretender,1003,Foo Fighters,alternative metal,2007,269,76
5,Waitin' On A Sunny Day,1004,Bruce Springsteen,classic rock,2002,256,59
6,The Road Ahead (Miles Of The Unknown),1005,City To City,alternative pop rock,2004,247,45
7,She Will Be Loved,1006,Maroon 5,pop,2002,257,74
8,Knights of Cydonia,1007,Muse,modern rock,2006,366,69
9,Mr. Brightside,1008,The Killers,modern rock,2004,223,77
10,Without Me,1009,Eminem,detroit hip hop,2002,290,82
11,Love Me Tender,1010,Elvis Presley,adult standards,2002,162,49
12,Seven Nation Army,1011,The White Stripes,alternative rock,2003,232,74
13,Als Het Golft,1012,De Dijk,dutch indie,2000,214,34
14,I'm going home,1013,Ten Years After,album rock,2005,639,26
15,Fluorescent Adolescent,1014,Arctic Monkeys,garage rock,2007,173,66
16,Zonder Jou,1015,Paul de Leeuw,dutch cabaret,2006,236,48
17,Speed of Sound,1016,Coldplay,permanent wave,2005,288,69
18,Uninvited,1017,Alanis Morissette,alternative rock,2005,276,57
19,Music,1018,John Miles,classic uk pop,2004,352,46
20,Cry Me a River,1019,Justin Timberlake,dance pop,2002,288,74
22,The Cave,1020,Mumford & Sons,modern folk rock,2009,218,67
23,Als De Morgen Is Gekomen,1021,Jan Smit,dutch pop,2006,176,55
25,Dichterbij Dan Ooit,1022,BLØF,dutch pop,2002,261,16
26,Miracle,1023,Ilse DeLange,dutch americana,2008,270,50
27,Smokers Outside the Hospital Doors,1024,Editors,alternative dance,2007,298,56
29,Der Weg,1025,Herbert Grönemeyer,german pop,2008,259,48
30,7 Seconds (feat. Neneh Cherry),1026,Youssou N'Dour,afropop,2004,306,59
32,Big Log - 2006 Remaster,1027,Robert Plant,album rock,2007,306,57
33,Chasing Pavements,1028,Adele,british soul,2008,211,63
35,Tears Dry On Their Own,1029,Amy Winehouse,british soul,2006,185,72
36,The Eyes of Jenny,1030,Sandy Coast,classic uk pop,2009,264,44
37,Iris,1031,The Goo Goo Dolls,alternative rock,2007,290,75
38,The Saints Are Coming,1032,U2,irish rock,2006,202,40
40,De Weg,1033,Guus Meeuwis,dutch pop,2005,266,42
41,Don't Let Me Be Misunderstood,1034,Santa Esmeralda,disco,2003,629,59
42,Traffic - Radio Edit,1035,Tiësto,big room,2009,177,53
43,Take Me Out,1036,Franz Ferdinand,alternative rock,2004,237,74
44,American Idiot,1037,Green Day,modern rock,2004,176,78
45,Breaking the Habit,1038,Linkin Park,alternative metal,2003,197,65
46,Come Undone,1039,Robbie Williams,dance pop,2002,278,56
47,Sweet Jane,1040,Lou Reed,art rock,2008,331,43
48,Run,1041,Snow Patrol,irish rock,2004,355,65
49,"You're The First, The Last, My Everything",1042,Barry White,adult standards,2009,213,67
50,The Day After Tomorrow,1043,Saybia,danish pop rock,2005,234,51
51,Just Breathe,1044,Pearl Jam,alternative rock,2009,216,69
53,Goodbye My Lover,1045,James Blunt,neo mellow,2005,259,69
54,The Unforgiven III,1046,Metallica,alternative metal,2008,467,52
55,Hurt,1047,Christina Aguilera,dance pop,2006,243,67
56,Grounds for Divorce,1048,Elbow,britpop,2009,219,43
58,"Listen (From the Motion Picture ""Dreamgirls"")",1049,Beyoncé,dance pop,2006,218,44
59,I Want It That Way,1050,Backstreet Boys,boy band,2001,214,77
60,Goin To The Run,1051,Golden Earring,album rock,2008,236,38
61,De Neus Umhoeg,1052,Rowwen Hèze,carnaval limburg,2005,215,32
62,Solitary Man,1053,Johnny Cash,arkansas country,2000,144,47
63,Smoorverliefd,1054,Doe Maar,dutch cabaret,2008,195,48
64,Me Gustas Tu,1055,Manu Chao,latin alternative,2001,240,70
65,Kryptonite,1056,3 Doors Down,alternative metal,2000,234,77
66,Crazy,1057,Seal,british soul,2004,357,63
67,Family Portrait,1058,P!nk,dance pop,2001,297,56
68,In The Army Now,1059,Status Quo,album rock,2002,281,59
70,Maybe Tomorrow,1060,Stereophonics,britpop,2003,273,64
72,No One Knows,1061,Queens of the Stone Age,alternative metal,2002,279,65
73,Where Do You Go To (My Lovely) - Re-Recorded,1062,Peter Sarstedt,british folk,2008,288,58
74,The Wild Rover,1063,The Dubliners,celtic,2008,249,46
76,Dirty Diana,1064,Michael Jackson,pop,2003,281,55
77,Ne me quitte pas,1065,Jacques Brel,chanson,2004,229,58
78,Sad Man's Tongue,1066,Volbeat,alternative metal,2007,186,57
79,Wat Zou Je Doen - Live,1067,Marco Borsato,dutch cabaret,2006,229,30
81,Bagagedrager,1068,Spinvis,dutch indie,2002,375,45
82,Wêr Bisto,1069,Twarres,dutch pop,2001,226,48
83,Only Time,1070,Enya,celtic,2000,219,70
84,Sorry Seems To Be The Hardest Word,1071,Blue,boy band,2004,210,58
85,Self Esteem,1072,The Offspring,alternative metal,2005,258,72
87,Modern World,1073,Anouk,dutch indie,2007,210,42
88,Rosie,1074,Claw Boys Claw,dutch indie,2007,264,43
89,This Is Not America - 2002 Remaster,1075,David Bowie,album rock,2002,231,43
91,De Vondeling Van Ameland,1076,Boudewijn de Groot,dutch indie,2007,306,19
92,I'm Gonna Be (500 Miles),1077,The Proclaimers,celtic rock,2003,219,74
97,Valerie (feat. Amy Winehouse) - Version Revisited,1078,Mark Ronson,dance pop,2007,219,62
98,Blaosmuziek,1079,Gé Reinders,carnaval limburg,2005,232,38
100,Motorcycle Emptiness,1080,Manic Street Preachers,alternative rock,2002,306,39
105,Ik Wou Dat Ik Jou Was,1081,Veldhuis & Kemper,dutch cabaret,2003,237,58
106,Empire State of Mind (Part II) Broken Down,1082,Alicia Keys,hip pop,2009,216,75
107,Numb / Encore,1083,JAY-Z,east coast hip hop,2004,206,75
108,Ben Ik Te Min,1084,Armand,dutch rock,2009,208,47
109,All Summer Long,1085,Kid Rock,alternative metal,2007,298,72
110,Forever Autumn,1086,Jeff Wayne,classic uk pop,2007,273,41
111,Waiting On the World to Change,1087,John Mayer,neo mellow,2006,201,74
112,Everybody's Changing,1088,Keane,modern rock,2004,215,54
113,How to Save a Life,1089,The Fray,modern rock,2005,263,80
114,"Bloed, Zweet En Tranen",1090,Andre Hazes,dutch pop,2002,242,59
116,Europa (Earth's Cry Heaven's Smile),1091,Santana,blues rock,2007,306,59
118,"Harder, Better, Faster, Stronger",1092,Daft Punk,electro,2001,225,71
119,Use Somebody,1093,Kings of Leon,modern rock,2008,231,76
120,Sweet Disposition,1094,The Temper Trap,alternative dance,2009,231,64
122,You're the Voice,1095,John Farnham,australian pop,2008,302,62
123,Voltooid Verleden Tijd,1096,IOS,dutch pop,2009,294,39
124,Eternal Flame,1097,The Bangles,album rock,2004,238,70
125,Papa Was A Rolling Stone,1098,The Temptations,adult standards,2001,433,44
129,De wedstrijd,1099,Bram Vermeulen,belgian rock,2006,302,42
131,Sadeness,1100,Enigma,downtempo,2001,256,58
132,Red Mij Niet - Single Edit,1101,Maarten Van Roozendaal,dutch indie,2001,270,36
135,Tribute,1102,Tenacious D,alternative metal,2001,248,59
138,Love Is A Battlefield,1103,Pat Benatar,album rock,2001,245,54
139,Home,1104,Michael Bublé,adult standards,2005,226,64
140,Sonne,1105,Rammstein,alternative metal,2001,272,60
141,I Gotta Feeling,1106,The Black Eyed Peas,dance pop,2009,289,69
142,She Sells Sanctuary,1107,The Cult,album rock,2000,253,63
143,Alie,1108,Normaal,dutch rock,2008,181,42
144,Red Red Wine,1109,UB40,reggae fusion,2000,184,74
146,Love You More,1110,Racoon,dutch indie,2005,197,43
147,Old Man,1111,Neil Young,album rock,2004,203,44
148,Zij Maakt Het Verschil,1112,De Poema's,dutch pop,2003,280,54
149,I Want To Hold Your Hand - Remastered 2015,1113,The Beatles,british invasion,2000,146,75
152,Ghost Love Score,1114,Nightwish,finnish metal,2004,602,38
153,Going To A Town,1115,Rufus Wainwright,canadian pop,2007,245,38
155,A Gentleman's Excuse Me,1116,Fish,album rock,2008,259,44
158,Sailing to Philadelphia,1117,Mark Knopfler,classic rock,2005,353,39
159,Accidentally In Love,1118,Counting Crows,alternative rock,2004,189,59
160,It's Raining Men,1119,The Weather Girls,disco,2008,212,58
162,Goodnight Saigon,1120,Billy Joel,album rock,2001,423,46
163,Moonlight Shadow,1121,Mike Oldfield,album rock,2009,218,64
164,Zing - Vecht - Huil - Bid - Lach - Werk En Bewonder,1122,Ramses Shaffy,dutch cabaret,2006,281,41
166,My Immortal,1123,Evanescence,alternative metal,2003,263,74
169,Hey There Delilah,1124,Plain White T's,neo mellow,2005,233,80
171,"Comptine d'un autre été, l'après-midi",1125,Yann Tiersen,bow pop,2001,141,56
172,Sweet Goodbyes,1126,Krezip,dutch indie,2009,193,56
173,The Man Who Can't Be Moved,1127,The Script,celtic rock,2008,241,64
176,Hollereer,1128,De Jeugd Van Tegenwoordig,dutch hip hop,2008,346,46
178,Ice Queen,1129,Within Temptation,dutch metal,2003,319,47
181,Father & Friend,1130,Alain Clark,dutch pop,2007,256,35
182,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",1131,Bill Medley,soft rock,2004,289,70
183,The Blower's Daughter,1132,Damien Rice,acoustic pop,2003,287,56
185,Virtual Insanity - Remastered,1133,Jamiroquai,acid jazz,2006,229,69
188,Sound Of The Screameng Day,1134,Golden Earrings,dutch prog,2008,171,26
190,Heavy Cross,1135,Gossip,alternative dance,2009,243,59
192,Heart Of Glass,1136,Blondie,candy pop,2006,252,52
195,Tumble and Fall,1137,JOHAN,dutch indie,2001,209,36
196,Les lacs du Connemara,1138,Michel Sardou,chanson,2004,364,59
197,Hier Kom Ik Weg,1139,Daniël Lohues,dutch indie,2008,208,39
200,Time To Say Goodbye (Con Te Partirò),1140,Sarah Brightman,operatic pop,2006,246,59
202,Silence (feat. Sarah McLachlan) - DJ Tiësto's In Search of Sunrise Edit,1141,Delerium,trance,2004,235,58
203,De Kapitein Deel II,1142,Acda en de Munnik,dutch cabaret,2000,181,51
205,Pak Maar M'n Hand,1143,Nick & Simon,dutch pop,2007,212,59
208,Mary Jane's Last Dance,1144,Tom Petty and the Heartbreakers,album rock,2008,274,72
210,Society,1145,Eddie Vedder,permanent wave,2007,236,67
211,White Flag,1146,Dido,dance pop,2003,241,54
